title,authors,published,pdf,summary_generated
EHRBench: An Automated and Reliable EHR-based Benchmark for Clinical Decision Making with LLMs,"Yuzhang Xie, Keqi Han, Yunpeng Xiao, Hejie Cui, Guanchen Wu, Ziyang Zhang, Kai Shu, Jiaying Lu, Xiao Hu, Carl Yang",2026-05-28 22:38:26+00:00,https://arxiv.org/pdf/2605.30637v1," Clinical decision-making (CDM) is central to real-world clinical workflows, where clinicians infer diagnoses, select treatments, or anticipate future health outcomes under incomplete evidence . LLMs are increasingly used to support these decisions due to strong language capabilities, broad biomedical knowledge, and efficiency . To evaluate CDM models, especially LLM-based models, a practical medical decision benchmark should be constructed via an automated yet reliable pipeline to ensure both scale and quality ."
Rationalize: Shared Semantic Reasoning for Human-AI Alignment,"Aritra Dasgupta, Naga Datha Saikiran Battula, Avina Nakarmi, Sohom Sen, Subhodeep Ghosh, Xun Song",2026-05-28 22:34:28+00:00,https://arxiv.org/pdf/2605.30632v1," We introduce a role-pair framework for shared semantic reasoning between humans and AI models in data-driven sensemaking . We conceptualize human-AI interaction as a series of complementary role pairs (Explorer-Guide, Investigator-Informant, Teacher-Student, Judge-Advocate) operating in a shared reasoning space ."
Controllable Lung Nodule Synthesis via Histogram-Regularized Latent Diffusion Models,"Arunkumar Kannan, Yanbo Zhang, Han Liu, Michael Baumgartner, Jianing Wang, Alexander Hertel, Bogdan Georgescu, Sasa Grbic",2026-05-28 22:32:06+00:00,https://arxiv.org/pdf/2605.30631v1," Diffusion-based generative models offer a promising strategy for data synthesis . Many existing conditional approaches primarily optimize spatial reconstruction losses . These methods may produce over-smoothed texture profiles and underrepresent the distinct attenuation characteristics of different nodule subtypes . To address this challenge, we propose a controllable latent diffusion model ."
The Architecture of Errors: From Universal Impossibility to Patch-Local LLM Reliability,"Mikhail L. Arbuzov, Lee Mosbacker, Sisong Bei, Ziwei Dong, Dmitri Kalaev, Alexey Shvets",2026-05-28 22:27:08+00:00,https://arxiv.org/pdf/2605.30628v1," Universal LLM reliability is not a finite-library problem: across all possible tasks, tools, schemas, knowledge sources, and evaluator expectations, new intervention-distinguishable failure modes can appear without bound . No finite intervention dictionary can guarantee bounded residual error for every such mode . But deployed systems do not operate over the whole universe: they operate inside operationally bounded patches ."
Active Timepoint Selection for Learning Measure-Valued Trajectories,"Nicolas Huynh, Mihaela van der Schaar",2026-05-28 22:22:35+00:00,https://arxiv.org/pdf/2605.30625v1, Inferring continuous probability paths from sparse snapshots is a fundamental challenge in domains like single-cell biology . High-fidelity data acquisition is often destructive and constrained by prohibitive sequencing costs . This motivates the need for active learning strategies to strategically select optimal measurement times .
Jamming-Resilient PRB Reservation for Latency-Critical O-RAN Network Slicing,"Elahe Delavari, Junaid Farooq",2026-05-28 22:18:25+00:00,https://arxiv.org/pdf/2605.30622v1," Open radio access network (O-RAN) architectures enable near real-time, software-driven control of network slicing through programmable xApps . In industrial 5G downlink systems, adversarial jamming can abruptly reduce the effective physical resource block (PRB) capacity, triggering queue buildup and persistent latency violations ."
Harness Updating Is Not Harness Benefit: Disentangling Evolution Capabilities in Self-Evolving LLM Agents,"Minhua Lin, Juncheng Wu, Zijun Wang, Zhan Shi, Yisi Sang, Bing He, Zewen Liu, Tianxin Wei, Zongyu Wu, Zhiwei Zhang, Dakuo Wang, Xiang Zhang, Benoit Dumoulin, Cihang Xie, Yuyin Zhou, Suhang Wang, Hanqing Lu",2026-05-28 22:16:14+00:00,https://arxiv.org/pdf/2605.30621v1, LLM agents are increasingly deployed as systems built around editable external harnesses that shape task execution without changing model parameters . Harness self-evolution adapts such agents by updating these harnesses from execution evidence .
"Reward Learning from Best-of-$N$ Preference Data: Targets, Tradeoffs, and Design Principles","Rattana Pukdee, Maria-Florina Balcan, Pradeep Ravikumar",2026-05-28 22:15:57+00:00,https://arxiv.org/pdf/2605.30619v1," Best-of-$N$ sampling is widely used to construct pairwise preference data . Despite its widespread use, what Bradley--Terry (BT) reward learning extracts from such data remains unclear . We specialize a recent analysis of preference data via its induced conditional distribution ."
Crafter: A Multi-Agent Harness for Editable Scientific Figure Generation from Diverse Inputs,"Haozhe Zhao, Shuzheng Si, Zhenhailong Wang, Zheng Wang, Liang Chen, Xiaotong Li, Zhixiang Liang, Maosong Sun, Minjia Zhang",2026-05-28 22:04:30+00:00,https://arxiv.org/pdf/2605.30611v1, Scientific figures are among the most effective means of communicating complex research ideas . But producing publication-quality illustrations remains one of the most labor-intensive parts of paper preparation . Existing automated systems each target a single figure type under text-only input .
An Organization-Scoped LLM Agent Runtime Architecture for Regulated Cybersecurity Operations,"George Fatouros, Georgios Makridis, George Kousiouris, John Soldatos, Dimosthenis Kyriazis",2026-05-28 21:51:38+00:00,https://arxiv.org/pdf/2605.30604v1," Regulated cybersecurity workflows lack a runtime substrate that enforces organization-level scope across retrieval, tool calls, memory, findings, reports, and audit . This paper proposes an organization-scoped LLM agent runtime architecture for regulated security operations centre and compliance workflows ."
Scientific Machine Learning for Engine Health Management and Remaining Useful Life Prediction,"Jostein Barry-Straume, Changmin Son, Adrian Sandu, Gavan Burke, Rekha Sundararajan, Andrew Rimell, James G. Steinrock",2026-05-28 21:39:53+00:00,https://arxiv.org/pdf/2605.30593v1," Engine Health Management depends on reliable forecasting of Remaining Useful Life (RUL) and tracking thermal indicators such as turbine gas temperature (TGT) In practice, real-world fleet data are heterogeneous and non-stationary, and point predictions alone are insufficient for risk-aware maintenance decisions ."
Counterfactual Evaluation Reveals Hidden Capability Profiles in Clinical LLMs and Agents,Matt Turk,2026-05-28 21:37:06+00:00,https://arxiv.org/pdf/2605.30590v1," Causal Sensitivity Score (CSS) is a pre-registered interventional metric that mutates oncology tumor-board cases along five clinically meaningful dimensions . It scores whether each model updates its recommendations in the correct direction using a {0, 0.5, 1.0} scale ."
ImmigrationQA: A Source-Grounded Dataset and Small-Model Adaptation for U.S. Immigration Law,Nazarii Shportun,2026-05-28 21:36:18+00:00,https://arxiv.org/pdf/2605.30589v1," U.S. immigration law spans thousands of pages of official policy, federal regulations, and procedural guidance that change frequently . We describe the construction of ImmigrationQA, a source-grounded question-answering dataset of 17,058 pairs across 13 immigration subdomains ."
Benchmarking Machine Learning Uncertainty Quantification Methodologies for Predicting Turbine Gas Temperature Degradation,"Jostein Barry-Straume, Changmin Son, Adrian Sandu, Gavan Burke, Rekha Sundararajan, Andrew Rimell, James G. Steinrock",2026-05-28 21:25:47+00:00,https://arxiv.org/pdf/2605.30585v1, Effective prognostics and health management of modern engines relies on accurate turbine gas temperature predictions and robust uncertainty quantification . This paper investigates five major approaches for constructing prediction intervals . Each approach is implemented within a unified experimental framework .
Prior Availability in Industrial Visual Sim-to-Real: A Review of CAD-Guided and CAD-Unavailable Regimes,"Chenxi Tao, Seung-Kyum Choi",2026-05-28 21:18:27+00:00,https://arxiv.org/pdf/2605.30581v1," Industrial visual sim-to-real is often described as transferring from synthetic images to real images . Industrial deployment usually involves a mismatch between available evidence and required decisions . We distinguish CAD-available settings, where explicit object geometry can support rendering, ."
